[Error] Viewport argument key "target-densitydpi" not recognized and ignored. (try.html, line 5)
[Log] 341 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:55 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.378945654424456 (try.html, line 34)
[Log] Longitude: -75.75030967035673 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 342 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:56 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.378943151056546 (try.html, line 34)
[Log] Longitude: -75.7503154546066 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 343 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:57 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.378942361983924 (try.html, line 34)
[Log] Longitude: -75.75031727734313 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 344 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:58 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37894234013551 (try.html, line 34)
[Log] Longitude: -75.75031732776552 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 345 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:59 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37894231828711 (try.html, line 34)
[Log] Longitude: -75.7503173781879 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 346 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:00 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37894266119217 (try.html, line 34)
[Log] Longitude: -75.75031658591797 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 347 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:01 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37894258713755 (try.html, line 34)
[Log] Longitude: -75.75031675723949 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 348 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:02 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.378942565289144 (try.html, line 34)
[Log] Longitude: -75.75031680758002 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 349 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:03 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.378942543440736 (try.html, line 34)
[Log] Longitude: -75.75031685808426 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 350 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:04 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37894252159232 (try.html, line 34)
[Log] Longitude: -75.75031690846572 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 351 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:05 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.378942499743914 (try.html, line 34)
[Log] Longitude: -75.75031695901089 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 352 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:06 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37898702402912 (try.html, line 34)
[Log] Longitude: -75.7502139362532 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 353 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:07 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37902327533321 (try.html, line 34)
[Log] Longitude: -75.75012361977315 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 354 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:08 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37909106690675 (try.html, line 34)
[Log] Longitude: -75.74997547953899 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 355 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:09 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37913986782926 (try.html, line 34)
[Log] Longitude: -75.74986294569499 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 356 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:10 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.379205908868464 (try.html, line 34)
[Log] Longitude: -75.74971065519094 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 357 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:11 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37926236027283 (try.html, line 34)
[Log] Longitude: -75.74958047907785 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 358 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:12 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37931740183271 (try.html, line 34)
[Log] Longitude: -75.74945355447198 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 359 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:13 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.379372341687166 (try.html, line 34)
[Log] Longitude: -75.74932686347893 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 360 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:14 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.3794299791689 (try.html, line 34)
[Log] Longitude: -75.74919395088727 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 361 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:15 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37949713734706 (try.html, line 34)
[Log] Longitude: -75.74903804928908 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 362 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:16 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37956111619148 (try.html, line 34)
[Log] Longitude: -75.74888863073284 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 363 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:17 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.379627463762624 (try.html, line 34)
[Log] Longitude: -75.7487336801205 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 364 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:18 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37969213240027 (try.html, line 34)
[Log] Longitude: -75.7485826501761 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 365 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:19 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.379764607863336 (try.html, line 34)
[Log] Longitude: -75.74841338828264 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 366 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:20 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37983252411696 (try.html, line 34)
[Log] Longitude: -75.74825477337072 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 367 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:21 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37991016841602 (try.html, line 34)
[Log] Longitude: -75.74807360524574 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 368 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:22 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.3799903566364 (try.html, line 34)
[Log] Longitude: -75.74788879115658 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 369 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:23 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.380057346264465 (try.html, line 34)
[Log] Longitude: -75.74773439650016 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 370 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:24 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.380122558999474 (try.html, line 34)
[Log] Longitude: -75.74758409587957 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 371 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:25 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38019140531492 (try.html, line 34)
[Log] Longitude: -75.74742499131389 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 372 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:26 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.380266085626076 (try.html, line 34)
[Log] Longitude: -75.74725199930981 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 373 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:27 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38034386823621 (try.html, line 34)
[Log] Longitude: -75.74707182277052 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 374 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:28 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38041666115244 (try.html, line 34)
[Log] Longitude: -75.74690420729894 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 375 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:29 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38050263533436 (try.html, line 34)
[Log] Longitude: -75.74670613048511 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 376 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:30 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.380578320232296 (try.html, line 34)
[Log] Longitude: -75.74653170177044 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 377 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:31 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.380664941321626 (try.html, line 34)
[Log] Longitude: -75.74633206742874 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 378 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:32 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.380751203055866 (try.html, line 34)
[Log] Longitude: -75.74613326243707 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 379 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:33 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38084223573149 (try.html, line 34)
[Log] Longitude: -75.7459234601265 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 380 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:34 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.380921522506924 (try.html, line 34)
[Log] Longitude: -75.745740728089 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 381 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:35 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38101512418738 (try.html, line 34)
[Log] Longitude: -75.74552500507707 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 382 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:36 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.381104466585576 (try.html, line 34)
[Log] Longitude: -75.74531909838697 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 383 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:37 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38119266265156 (try.html, line 34)
[Log] Longitude: -75.74511436941975 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 384 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:38 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38127718543885 (try.html, line 34)
[Log] Longitude: -75.74491781902907 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 385 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:39 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.381361066013916 (try.html, line 34)
[Log] Longitude: -75.74471616091614 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 386 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:40 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.381421382955885 (try.html, line 34)
[Log] Longitude: -75.74452017433941 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 387 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:41 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38146660302721 (try.html, line 34)
[Log] Longitude: -75.74432980494748 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 388 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:42 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38148416698326 (try.html, line 34)
[Log] Longitude: -75.74419328535441 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 389 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:43 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38149029714163 (try.html, line 34)
[Log] Longitude: -75.74396199983312 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 390 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:44 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38148124264728 (try.html, line 34)
[Log] Longitude: -75.74373718016432 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 391 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:45 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.381467068492576 (try.html, line 34)
[Log] Longitude: -75.74354987933475 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 392 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:46 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.381448356505565 (try.html, line 34)
[Log] Longitude: -75.74333891403512 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 393 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:47 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38143497758974 (try.html, line 34)
[Log] Longitude: -75.74318807644886 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 394 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:48 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.3814073039951 (try.html, line 34)
[Log] Longitude: -75.74289775679063 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 395 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:49 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38138690490394 (try.html, line 34)
[Log] Longitude: -75.74269253636885 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 396 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:52 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38138364572173 (try.html, line 34)
[Log] Longitude: -75.74214917556674 (try.html, line 35)
[Log] Accuracy: 10 (try.html, line 36)
[Log] 397 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:53 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38140356095032 (try.html, line 34)
[Log] Longitude: -75.74203013879014 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 398 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:54 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.381495915839615 (try.html, line 34)
[Log] Longitude: -75.74176418165735 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 399 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:55 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38158594325614 (try.html, line 34)
[Log] Longitude: -75.74161331263895 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 400 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:56 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38168198108137 (try.html, line 34)
[Log] Longitude: -75.74149129308353 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 401 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:57 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38177168808092 (try.html, line 34)
[Log] Longitude: -75.74138955576927 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 402 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:58 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38187575803042 (try.html, line 34)
[Log] Longitude: -75.74127484549535 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 403 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:51:59 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38195528758572 (try.html, line 34)
[Log] Longitude: -75.7411871838849 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 404 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:52:00 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.382044467978744 (try.html, line 34)
[Log] Longitude: -75.74108888511546 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 405 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:52:01 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.382148243524156 (try.html, line 34)
[Log] Longitude: -75.74097116194025 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 406 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:52:02 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38225357577474 (try.html, line 34)
[Log] Longitude: -75.74085017768084 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 407 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:52:03 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38236176680836 (try.html, line 34)
[Log] Longitude: -75.74072590810829 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 408 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:52:04 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38247132089074 (try.html, line 34)
[Log] Longitude: -75.74060370061488 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 409 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:52:05 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38256056670072 (try.html, line 34)
[Log] Longitude: -75.74050574956345 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 410 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:52:06 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38266274669971 (try.html, line 34)
[Log] Longitude: -75.74039475417521 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 411 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:52:07 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38275314434609 (try.html, line 34)
[Log] Longitude: -75.74029655821505 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 412 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:52:08 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38283735480437 (try.html, line 34)
[Log] Longitude: -75.74020508218382 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 413 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:52:09 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.382912881119175 (try.html, line 34)
[Log] Longitude: -75.74012278040755 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 414 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:52:10 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.382991735412816 (try.html, line 34)
[Log] Longitude: -75.74003545931191 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 415 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:52:11 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38305860770522 (try.html, line 34)
[Log] Longitude: -75.73996165599965 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 416 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:52:12 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38311489029448 (try.html, line 34)
[Log] Longitude: -75.73989990953123 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 417 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:52:13 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38315747750887 (try.html, line 34)
[Log] Longitude: -75.73985340044601 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 418 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:52:14 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.38318136552343 (try.html, line 34)
[Log] Longitude: -75.73982731242722 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 419 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:52:15 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.383192838470336 (try.html, line 34)
[Log] Longitude: -75.73981478279165 (try.html, line 35)
